Unnamed: 0;iteration;screening_sensitivity;screening_specificity;screening_cost;provider_cost;eGFR_cost;ultrasound_cost;ACE cost;diabetic_prevalence_30_39;diabetic_prevalence_40_49;diabetic_prevalence_50_59;diabetic_prevalence_60_69;diabetic_prevalence_70_79;DM_prev_30_39;DM_prev_40_49;DM_prev_50_59;DM_prev_60_69;DM_prev_70;DM_NDM_HR;dapa cost;disutility_medication_decrement;disutility_medication_cost;adverse_event_prop;UTI_event_prop;UTI_event_cost;disutility_UTI_decrement;DKA_event_prop;DKA_event_cost;disutility_DKA_decrement;compliance;SGLT2_discontinue;Stage3a mortality;Stage3b mortality;Stage4 mortality;Stage5 mortality;Stage2_QALY;Stage3a_QALY;Stage3b_QALY;Stage4_QALY;KF_PRE_KRT_QALY;KF_ON_KRT_QALY;Stage3a_overall_cost;Stage3b_overall_cost;Stage4_overall_cost;Stage5_overall_cost;Stage3a_DM_overall_cost;Stage3b_DM_overall_cost;Stage4_DM_overall_cost;Stage3a_NDM_cost;Stage3b_NDM_cost;Stage4_NDM_cost;Stage5_NDM_cost;Stage3a_DM_cost;Stage3b_DM_cost;Stage4_DM_cost;Stage5_DM_cost;baseline_costs;male_prop;diabetic ACM HR;diabetic kidney HR;non diabetic ACM HR;non diabetic kidney HR;TREATMENT ADHERENCE;DM_disutility
2392;2392;0.888963785;0.869660609;55.75123733;179.0824123;28.47865724;538.8041253;42.49890542;0.145833333;0.352941176;0.557575758;0.383435583;0.429856115;0.037023977;0.077447114;0.130841121;0.209154694;0.235253536;1.505014389;342.4188631;0.010744175;2794.640565;3.7682E-08;0.005054192;153.166743;0.002476242;0.00099586;32019.42172;0.010702718;0.002230637;0.015758516;1.205343996;1.847717098;3.277102231;5.533107681;0.907849101;0.87964779;0.87964779;0.803313374;0.803313374;0.579648617;145.4969771;416.9250494;1321.807518;6200.815459;109.2469847;274.2849564;678.7720791;31.71354626;88.99618553;488.4385697;5977.632546;489.1240274;985.1183334;1805.689699;5836.246711;1.361124636;0.519663271;0.892233301;0.710515767;0.723981626;0.735030068;0.774730578;0.058787988
2393;2393;0.845156809;0.878676576;49.26617587;177.7777783;26.58313044;518.6635151;41.27252552;0.145833333;0.338235294;0.6;0.411042945;0.438848921;0.036318759;0.074937253;0.127246585;0.205813565;0.2238703;1.525362714;393.8276272;0.004528638;4548.726333;0.000131873;0.006581991;145.7859062;0.00274146;0.000342689;23647.37515;0.010393984;0.007004546;0.010224293;1.195822257;1.745683934;3.314722578;5.705485085;0.911293089;0.856348903;0.856348903;0.749126976;0.749126976;0.584907647;144.8016644;375.0228626;1273.773033;8878.379498;94.03171808;196.4742349;582.1804264;41.36197068;88.05468556;527.786765;7699.228308;528.686117;1049.056766;1758.260663;9311.070487;1.071419192;0.484150363;0.953579725;0.542952201;0.827960252;0.470694371;0.810318641;0
2394;2394;0.865662128;0.88578052;49.48659903;210.3326893;26.07822107;466.3340257;32.58522359;0.083333333;0.25;0.575757576;0.417177914;0.446043165;0.033145275;0.077088562;0.134795111;0.218175743;0.228354605;1.494119697;344.1459799;0.008792267;3752.85639;2.59533E-11;0.007743766;130.1597724;0.000819605;0.000999103;29937.88329;0.005573561;0.00200371;0.011522729;1.213822135;1.814102124;3.168188178;5.787675707;0.810101896;0.788527991;0.788527991;0.760462882;0.760462882;0.603641827;192.2019759;371.0111758;1111.616433;7453.649504;114.2043535;341.7619361;607.6157585;40.82532403;108.0054722;522.6380827;8538.349183;449.3535244;1084.725574;2311.913694;8010.242996;1.200512676;0.511105453;0.733756656;0.472589244;0.406709128;0.374840017;0.538424726;0.054516801
2395;2395;0.869122201;0.893316625;46.00386421;182.3074956;21.44538924;510.5775037;35.84557882;0.083333333;0.352941176;0.527272727;0.426380368;0.433453237;0.033497884;0.087128003;0.138389648;0.212829937;0.236978268;1.918635372;422.2386787;0.017040584;3792.918084;1.19913E-07;0.0090452;143.7602369;0.000975655;0.000484749;27257.2451;0.008960238;0.00553979;0.011714296;1.194326945;1.851230308;3.127253592;5.483762347;0.835385076;0.81489252;0.81489252;0.775362603;0.775362603;0.647525112;136.5064736;449.2099846;1211.59876;7926.648901;114.4208455;273.0933407;627.5137705;37.35134944;96.97143886;498.020218;5679.894108;420.186641;880.3258184;2419.396683;9040.723507;0.916725726;0.499411101;0.833533679;0.651716825;0.759736205;0.63742677;0.97059592;0.061904255
2396;2396;0.880755172;0.876816346;53.73598645;241.5938854;24.92593679;502.2152914;34.87908856;0.166666667;0.279411765;0.521212121;0.435582822;0.393884892;0.036318759;0.074937253;0.142703091;0.212161711;0.235598482;1.199644766;480.122143;0.017972679;4690.20666;1.05976E-06;0.006796987;156.1082894;0.001253907;0.00021941;27851.12684;0.007690418;0.000915718;0.008832826;1.163875944;1.768540658;3.288710677;5.69357845;0.935212945;0.899544829;0.899544829;0.799876844;0.799876844;0.677143917;184.9139363;400.5582051;1085.263995;9431.672064;111.4187013;271.2579054;674.1475871;37.80753784;104.3599452;552.6073937;6132.800957;540.9557042;748.3170876;1798.910549;7145.233038;0.995215279;0.499244015;0.911781892;0.6497131;0.578507884;0.636786752;1;0.054550186
2397;2397;0.873161096;0.900697112;45.02886022;237.3475129;25.56834118;497.6539063;33.41216557;0.166666667;0.294117647;0.581818182;0.386503067;0.420863309;0.036671368;0.078881319;0.132278936;0.218509856;0.239737841;1.430474311;392.3698549;0.018598707;2683.884197;3.81547E-11;0.01036982;142.5187738;0.002920045;0.000546652;40617.95432;0.010140496;0.004390627;0.01413368;1.213715292;1.73251225;2.998236855;5.723401299;0.899930785;0.851928669;0.851928669;0.761808031;0.761808031;0.621311873;153.4400608;392.9819058;1107.059183;6850.901995;129.3407761;328.2105002;664.0214346;32.98440036;146.6135502;469.8959401;6716.239234;593.6584605;754.0069893;2174.705807;9039.837558;0.773736301;0.486076767;0.746945184;0.43601202;0.374047013;0.327227465;0.854365762;0.086317795
2398;2398;0.859640467;0.858155359;57.24270276;235.6838774;23.37743218;487.4415744;30.53005923;0.083333333;0.25;0.563636364;0.438650307;0.433453237;0.032087447;0.074578702;0.144859813;0.213832275;0.222835461;1.547433506;527.4954913;0.001711846;3535.697666;4.16319E-19;0.009215955;134.9796788;0.000109196;0.000493895;30102.44397;0.013416654;0.008717951;0.016797958;1.216001594;1.793639593;3.241297301;5.947118047;0.853962483;0.781533644;0.781533644;0.690237969;0.690237969;0.606630115;153.9399841;430.6778262;992.2529826;7775.781257;103.4751744;310.8000752;654.1891771;36.90744057;111.9522616;510.2548362;6543.626323;458.8205691;900.8915301;1966.326503;9295.765056;1.283318261;0.4971969;0.831502607;0.566346256;0.540385019;0.501806541;0.992900267;0.015707632
2399;2399;0.912634544;0.923315959;49.17587622;154.4871118;20.90423834;469.4736733;35.80498851;0.104166667;0.264705882;0.484848485;0.401840491;0.471223022;0.037023977;0.0864109;0.134435658;0.205479452;0.235943429;1.961472131;380.715428;0.01018607;4083.44179;3.99741E-07;0.011476743;132.8983417;0.001589853;0.000411262;42197.69074;0.016243818;0.005223117;0.012634834;1.19699153;1.801345006;3.092196019;6.015782678;0.841654105;0.805557919;0.805557919;0.754774149;0.754774149;0.691962903;166.2261797;477.6621511;1147.002064;9436.916962;114.9172495;245.96216;822.1731104;26.98979449;118.0637287;526.6059609;7140.206209;334.0132979;844.1557316;1529.796145;9425.982429;1.231035456;0.504925459;0.728760661;0.512140996;0.429708677;0.426767507;0.637987104;0.042033329
2400;2400;0.890772031;0.89278792;51.07446366;213.9997088;26.01835088;407.437733;43.18608485;0.104166667;0.235294118;0.533333333;0.435582822;0.440647482;0.035260931;0.090713517;0.132278936;0.198128968;0.242152466;1.557869547;395.5921221;0.005008792;4505.362302;4.2999E-07;0.008995465;151.7665621;0.000652453;0.000606392;28838.16113;0.010910716;0.004760144;0.008924718;1.198133463;1.810022637;3.024180051;6.090610958;0.93209478;0.861078643;0.861078643;0.724927951;0.724927951;0.607563284;151.4955582;322.0500679;1245.003602;6489.773849;120.908276;266.5523998;507.4143208;38.7099091;111.6925024;512.7796562;6471.758752;526.0511356;952.1073164;1851.305491;10245.35664;1.286556294;0.512433085;0.743859313;0.446572805;0.614680364;0.340266064;0.622360297;0.053271484
2401;2401;0.850136575;0.855032145;56.12674239;192.2932973;23.2062853;309.8679422;35.03410679;0.041666667;0.235294118;0.545454545;0.45398773;0.464028777;0.039492243;0.079956974;0.144140906;0.211493485;0.239392894;1.479037128;380.2492244;0.006630197;3759.079602;0.00018863;0.00444298;174.9931326;0.003409218;0.000547106;37743.21909;0.007363533;0.002853857;0.010808705;1.264367906;1.876088791;3.282613993;5.66095665;0.915915234;0.912563819;0.912563819;0.859469502;0.859469502;0.633344456;135.4066946;380.7611948;917.4707226;9617.557437;114.0291985;280.0221142;618.177552;34.23865407;85.15363949;466.9004113;7874.074268;488.1399655;888.9549577;2181.101423;8536.625904;1.280799408;0.499840639;0.695701319;0.495206391;0.549955242;0.403885467;0.665844304;0.082963258
2402;2402;0.910575341;0.893910227;55.0757089;187.519198;28.09295853;551.5102414;25.94153472;0.104166667;0.411764706;0.539393939;0.386503067;0.413669065;0.031734838;0.079239871;0.121854781;0.218843969;0.237668161;1.60743505;352.9503163;0.003496443;4177.984556;1.07619E-05;0.010687503;123.9061124;0.003790806;0.000633582;22534.55907;0.009165944;0.002046552;0.015271964;1.199921916;1.783575534;3.1026662;5.52858484;0.716989071;0.759754109;0.759754109;0.799374973;0.799374973;0.600728158;136.1628173;402.8120385;1055.474469;9337.199404;135.7016241;311.0529653;735.8764549;33.57738304;109.9738596;494.4143906;7066.698025;573.5262716;752.2467111;1766.420223;7813.159782;1.392199509;0.512770761;0.848268698;0.650358273;0.769243381;0.635121707;0.486619259;0.053217676
2403;2403;0.902582706;0.884919839;51.49653122;237.9872619;25.22722633;450.1166392;36.25621005;0.0625;0.191176471;0.527272727;0.426380368;0.419064748;0.035260931;0.079239871;0.134076204;0.201135984;0.235598482;1.228912424;367.9610716;0.004008241;3317.930438;1.98451E-05;0.007570947;158.0397814;0.004810597;0.000400993;30043.40253;0.007356379;0.002385579;0.016756548;1.159428263;1.834265477;3.157114057;5.72556758;0.894283076;0.811719498;0.811719498;0.690488082;0.690488082;0.49802445;153.6214895;366.8338202;1313.784728;8680.43848;93.13616879;334.051123;643.8260658;29.66139032;111.6193557;484.1068903;6258.115314;492.0257414;781.8806292;2175.417457;8101.56652;1.035015175;0.489808932;0.474546738;0.567331372;0.348141337;0.509081065;0.742504447;0.022740751
2404;2404;0.888967322;0.891157173;63.31659147;182.594652;24.02293165;503.3305949;46.45771747;0.041666667;0.235294118;0.521212121;0.450920245;0.458633094;0.035260931;0.086052349;0.132278936;0.221850986;0.230424284;1.736775195;306.2935617;0.013774949;3116.192337;2.94516E-07;0.010447343;160.9078807;0.002289098;0.000560741;27536.6609;0.007106284;0.006235408;0.016135254;1.220019415;1.824335623;3.278820032;6.034973939;0.793213222;0.762634474;0.762634474;0.735997085;0.735997085;0.578146108;145.6900935;344.787577;1119.403156;7901.977736;128.9466814;322.5327358;579.168905;36.51470735;94.88938402;494.3964452;7712.410369;563.0554694;878.2328811;1846.528703;7451.765107;1.261581931;0.507743324;0.695098009;0.552461547;0.51049614;0.485059539;0.704436575;0.015475418
2405;2405;0.833635359;0.876234918;38.87797707;277.800496;20.21032353;416.822878;34.46291696;0.125;0.308823529;0.503030303;0.5;0.43705036;0.039844852;0.074937253;0.136232926;0.218843969;0.21593653;1.380080167;430.6897804;0.019373278;3341.855372;3.46925E-06;0.008723797;154.8279802;0.001448122;0.000372891;27925.82197;0.006493993;0.00211346;0.01194209;1.16633304;1.814394827;3.098032787;5.638718606;0.836704252;0.806922915;0.806922915;0.759387149;0.759387149;0.656693644;143.9936605;387.9836415;1089.970747;6203.102738;95.33546615;273.7714854;695.7289887;33.55095298;130.7220508;422.1672814;5146.130463;402.4348606;919.0112075;2203.293411;8324.830686;1.351538963;0.498352693;0.823763475;0.583003521;0.498441697;0.529727652;0.608501062;0.042011235
2406;2406;0.884070551;0.883483983;60.75318201;214.4518896;26.4872722;431.4823657;30.96009345;0.104166667;0.294117647;0.575757576;0.457055215;0.464028777;0.033145275;0.084976694;0.131200575;0.193117274;0.245256985;1.478631489;429.9346049;0.010010518;3914.325506;1.45017E-07;0.014137517;158.7929821;0.002305605;0.000338852;28951.49081;0.007892853;0.007298725;0.017787395;1.179942641;1.768318124;3.172962363;6.269315208;0.71934933;0.710488155;0.710488155;0.726971623;0.726971623;0.515887986;164.7855324;404.0720418;1166.775839;7900.424945;131.970634;221.4757294;503.350271;41.1722455;124.5788088;455.2998147;5055.501903;419.941851;1109.195454;2026.491993;8612.383598;1.312805021;0.490690255;0.80492707;0.469542192;0.622051201;0.370791984;0.449255388;0.047888034
2407;2407;0.868445721;0.872957156;49.85475187;233.8329423;19.68986997;535.1694663;35.90958143;0.166666667;0.205882353;0.56969697;0.404907975;0.438848921;0.037023977;0.084618143;0.142703091;0.191112596;0.231459124;1.633320203;523.3556263;0.016313403;3781.340954;4.01366E-14;0.011767722;188.3055093;0.002974554;0.001280234;29303.52507;0.017398793;0.002958735;0.011347103;1.234710381;1.810961843;3.211609403;6.103998245;0.866846319;0.787264926;0.787264926;0.688849483;0.688849483;0.615612193;165.0993322;337.6020769;1124.940552;8238.233733;129.1245101;247.4060801;647.1860008;40.71965183;89.01952546;501.9393604;7289.54952;422.3484798;1014.713439;1693.287286;9902.032271;0.825445293;0.50276711;0.83037313;0.502335453;0.592603029;0.412494879;0.919164276;0.031224237
2408;2408;0.898712121;0.873562862;59.42467087;194.4904621;23.51313957;450.0846278;25.95220795;0.083333333;0.323529412;0.509090909;0.466257669;0.411870504;0.043018336;0.077805665;0.142343638;0.213164049;0.23180407;1.607433183;372.060075;0.015517671;4177.395673;4.23049E-07;0.015684423;160.416083;0.00275402;0.001022496;33173.1031;0.013746908;0.002758066;0.013455909;1.217454362;1.744840732;3.150880522;6.137238734;0.927318816;0.922434048;0.922434048;0.864331468;0.864331468;0.586739606;153.5203342;429.9222489;1014.813077;5649.020485;109.1741771;217.6212166;549.9802222;34.70454451;98.13234211;596.4461932;7541.461296;444.1875312;622.3042751;1602.619961;7997.577974;1.004783893;0.519547328;0.758422016;0.582361659;0.484399399;0.528836258;0.593889482;0.059293401
2409;2409;0.874156108;0.881119196;48.55483946;145.358668;26.86062939;512.022975;38.51633265;0.083333333;0.323529412;0.539393939;0.417177914;0.444244604;0.032792666;0.076730011;0.129403307;0.210491146;0.233183857;1.326062106;375.6217789;0.011355755;4569.98872;2.54472E-06;0.005238142;134.8442834;0.002918249;0.000418211;33261.89494;0.012776935;0.003206137;0.007339801;1.166283932;1.866708261;3.146362352;6.026714986;0.821633463;0.794953331;0.794953331;0.758494594;0.758494594;0.609943311;114.19256;361.0300569;1023.270793;8738.482599;111.6026525;258.1615253;586.9793347;33.18591749;114.318769;450.4268011;5794.014205;453.7876121;946.8874248;1847.375067;8729.8382;1.054683944;0.491944456;0.776155133;0.527930267;0.533850143;0.44861893;0.902559916;0.048228104
2410;2410;0.926291149;0.889104018;66.38744197;225.5365742;30.7612224;363.1857923;32.12854381;0.125;0.264705882;0.593939394;0.417177914;0.424460432;0.041607898;0.068483327;0.143421999;0.20982292;0.228009659;1.249728132;389.4204818;0.001973401;2675.664241;5.01782E-06;0.011955451;164.4709833;0.002487547;0.000438893;28764.09097;0.00622272;0.004731645;0.013283421;1.162226637;1.763290704;3.140516668;5.799055558;0.85795058;0.774571546;0.774571546;0.673683146;0.673683146;0.590905097;123.1660387;388.6369863;1254.92356;6606.551509;96.19757663;269.8354493;720.9178634;40.36245174;102.9329249;522.6164456;7446.154914;312.4541547;772.372544;2450.8648;8803.642496;1.028249435;0.492526869;0.598394114;0.606257237;0.499192624;0.567194281;0.712624049;0.060574872
2411;2411;0.8428707;0.846639213;54.00525221;195.8457227;22.40792929;571.2242695;32.57709116;0.083333333;0.323529412;0.515151515;0.377300613;0.449640288;0.042665726;0.0864109;0.141265277;0.210825259;0.245256985;1.314229577;335.7272656;0.00857196;3256.576205;2.80801E-07;0.013294106;156.1522649;0.002580429;0.000625849;38398.45173;0.007966856;0.00684568;0.013915763;1.177671209;1.807016856;3.146629309;5.667313368;0.843568593;0.833767712;0.833767712;0.797292755;0.797292755;0.605326174;170.0739144;374.8031291;1230.258341;5847.241247;114.1575435;249.2618233;623.6224387;29.4880123;137.5687862;462.3648557;7807.97814;396.1674722;959.5244389;1884.986006;9768.373654;0.916599054;0.483414393;0.712729046;0.608391964;0.469976911;0.570932824;0.531891494;0.060567736
2412;2412;0.848493332;0.878580781;54.88297237;208.3412743;21.44845357;355.8118348;39.37969781;0.104166667;0.338235294;0.593939394;0.377300613;0.40647482;0.032087447;0.081749731;0.132278936;0.211493485;0.247326664;1.802865992;485.2853806;0.013117143;3196.736869;1.14264E-10;0.005742841;167.8856642;0.002903163;0.000369123;29479.56191;0.005828184;0.006313075;0.011288638;1.149651347;1.73202032;3.233895018;5.913442956;0.950882238;0.868499352;0.868499352;0.694648753;0.694648753;0.53048335;100.7200179;420.0976232;1093.860821;9035.068522;92.51745887;265.1294217;647.2812682;32.33552455;93.75345839;493.0283169;7461.600345;391.0217464;901.3577647;1950.784935;9077.909398;1.23334244;0.511891345;0.782595983;0.661655946;0.455451021;0.655930326;0.833089804;0.039861564
2413;2413;0.892752191;0.891482892;57.91295666;215.0420236;21.38133436;476.0424619;40.67476526;0.1875;0.279411765;0.539393939;0.401840491;0.460431655;0.041607898;0.073861599;0.122933142;0.205479452;0.237323215;1.49327396;415.9119025;0.015990748;4184.40601;1.2788E-09;0.009495411;115.4813469;0.002918002;0.00054822;32126.96512;0.014068241;0.007199747;0.00668333;1.159592999;1.828190606;3.148730505;6.112701572;0.918174069;0.886641513;0.886641513;0.798858903;0.798858903;0.63740972;165.7605263;432.2864449;1011.566702;8021.208116;106.5889572;320.1914912;699.2963994;40.483566;97.01913024;616.6922407;7350.068398;487.4072829;1032.497499;2198.003997;7486.1792;0.920882735;0.516257434;0.836227673;0.569475609;0.725401017;0.508266041;0.880075594;0.046415704
2414;2414;0.890146156;0.885682238;64.16030554;250.9884113;26.11188282;465.1958291;43.95397675;0.125;0.397058824;0.612121212;0.398773006;0.447841727;0.03596615;0.078522768;0.144500359;0.206147678;0.240427734;1.830722299;431.9216112;0.014590209;5014.65017;5.71464E-06;0.007698163;179.677002;0.000644434;0.000575913;33652.16604;0.009299575;0.004158985;0.013682363;1.202465025;1.767713032;3.159814468;5.396244815;0.962803611;0.910449664;0.910449664;0.7642437;0.7642437;0.590151041;116.2216837;420.9484732;1215.484371;7888.88926;114.9352438;238.0179359;554.547921;37.85077275;151.7896918;455.9464961;8866.677376;589.9022136;713.9480859;1999.622317;10357.857;0.945581166;0.506236891;0.691375672;0.481491181;0.464888776;0.387172042;0.764355407;0.053372302
2415;2415;0.79381922;0.862198756;40.76495096;157.5366714;24.19684473;497.7045209;34.97028631;0.104166667;0.220588235;0.648484848;0.429447853;0.451438849;0.039139633;0.076730011;0.138389648;0.205813565;0.244567092;1.716322148;364.8089387;0.004913942;3938.004172;5.62334E-05;0.009771874;149.3198979;0.001171303;0.000245164;37375.406;0.008527668;0.008029713;0.017434804;1.164964221;1.818229585;3.192471567;5.766586717;0.833066361;0.786526496;0.786526496;0.729298774;0.729298774;0.647615327;167.198936;461.4471581;1478.258938;8520.296107;88.30274881;260.6964908;616.211995;34.60449852;138.0862494;494.4117232;7209.986008;396.6721067;1034.409431;1852.861784;11082.11301;1.113253988;0.50892572;0.843920174;0.538413669;0.436442814;0.463883466;0.788747194;0.055690699
2416;2416;0.833712538;0.876951953;40.63510633;222.7354163;24.69138299;461.3441608;34.53742292;0.208333333;0.235294118;0.593939394;0.429447853;0.447841727;0.038081805;0.084618143;0.136951833;0.19612429;0.244567092;1.569835991;445.6319921;0.02209683;4037.523209;4.5096E-07;0.005444796;114.6684042;0.002651257;0.000494849;30926.61824;0.01443383;0.003276886;0.007327708;1.253761416;1.861185468;3.28558674;5.810696383;0.740474386;0.668551061;0.668551061;0.636266574;0.636266574;0.550793702;156.7678438;400.1231966;1275.514475;7881.942585;122.1571314;252.137828;609.1334684;30.0942233;117.5609444;452.8125978;5952.148443;499.5876707;882.1298372;1963.070779;6575.364241;1.075424873;0.495408017;0.969666301;0.562565301;0.674307038;0.498726884;0.582506929;0.018995398
2417;2417;0.831258853;0.872639164;43.99226239;233.8349346;21.33455717;336.4639934;38.26885296;0.0625;0.25;0.539393939;0.444785276;0.447841727;0.039844852;0.076012908;0.136951833;0.209154694;0.227319765;1.350493544;326.7956234;0.003226736;4372.495241;0.000717709;0.011069238;148.0788548;0.001438501;0.000407548;31001.0938;0.011391498;0.000803878;0.006470861;1.207648131;1.857902023;3.104073928;5.868423225;0.804645924;0.809011537;0.809011537;0.798896252;0.798896252;0.626894742;172.2669306;508.1144667;1313.615798;6198.42973;143.7731687;242.949613;805.4094271;31.12594572;127.0646513;484.0411371;6966.968175;439.2043728;887.2871567;2118.076891;7500.978803;1.03142732;0.490081822;0.672983744;0.48523827;0.666229373;0.390167161;0.517410164;0.053872778
2418;2418;0.895845453;0.882187132;56.1243197;242.8013292;30.01406582;472.7165089;33.5164964;0.166666667;0.367647059;0.521212121;0.386503067;0.467625899;0.034908322;0.085335246;0.134076204;0.206481791;0.229389445;1.556813748;525.3287534;0.016621131;3977.092871;7.74417E-06;0.008980348;129.3510232;0.000715699;0.000416243;33414.92284;0.011136114;0.005294163;0.006915285;1.252673872;1.736981652;3.156097966;5.564137638;0.790663298;0.728161349;0.728161349;0.67962272;0.67962272;0.611782243;167.8658804;334.8413069;1236.539505;7643.180963;106.3367937;309.9622004;664.7142704;31.4578601;101.8545367;501.3302853;7491.140448;486.0982622;853.2218574;1939.584215;8318.422164;1.023023113;0.488730038;0.687473975;0.546458176;0.66493413;0.474050531;0.577167897;0.050424639
2419;2419;0.87043373;0.86808623;58.4652382;243.6460818;22.39281347;585.8638955;35.35247068;0.166666667;0.25;0.515151515;0.411042945;0.435251799;0.031382228;0.082466834;0.14054637;0.192449048;0.238703001;1.464958531;299.2027463;0.023899513;4465.794256;7.57654E-05;0.014009546;162.5864605;0.000562178;0.00097195;26915.7284;0.010709458;0.004846273;0.012151106;1.170486501;1.808232513;3.255019713;5.742786421;0.734760084;0.773582363;0.773582363;0.809876399;0.809876399;0.588240625;111.9504812;401.9377331;1372.986873;6126.225876;102.0176283;246.7861968;700.8308158;35.91914879;126.7699879;494.1150494;6016.549097;468.2895023;1130.070326;1749.742036;8803.430923;0.975342803;0.504023763;0.786810552;0.633014503;0.5605323;0.607942276;0.73606185;0.010061603
2420;2420;0.858360925;0.881136416;56.43878146;205.564447;24.62568426;439.530979;39.41023815;0.166666667;0.220588235;0.545454545;0.429447853;0.438848921;0.036671368;0.08390104;0.131200575;0.201135984;0.225939979;1.367285971;395.7325814;0.011016765;3835.577047;1.32176E-10;0.010528248;137.211771;0.002393847;0.000723194;29729.23508;0.012739802;0.01067983;0.010608618;1.264802932;1.853142237;3.249756923;5.77381141;0.759227986;0.740521795;0.740521795;0.733612677;0.733612677;0.610335116;179.6636964;371.7211281;1273.251682;6998.193336;125.3670256;304.7472231;481.3188964;33.1280215;119.5158018;380.8446834;5900.344226;516.3911629;976.7156625;1660.160161;10764.54126;0.971126762;0.513460884;0.643661042;0.67336672;0.889543427;0.675735537;0.92339131;0.064622575
2421;2421;0.868855145;0.877049125;58.01046701;280.3422802;31.35371518;428.9776824;37.66014458;0.145833333;0.235294118;0.581818182;0.392638037;0.442446043;0.037376587;0.080315525;0.125449317;0.211493485;0.230424284;1.850762908;305.825737;0.020224329;3837.889908;2.25323E-05;0.010399974;148.0602312;0.001599357;0.000501786;29033.29698;0.009991029;0.008704887;0.015711831;1.256766056;1.856434994;3.259579598;6.086062337;0.69617471;0.664049959;0.664049959;0.673881118;0.673881118;0.626431808;128.5110919;346.3162225;995.0442778;8919.554788;126.8729081;267.707974;542.2554912;39.19454074;95.86778028;586.907865;6735.770488;365.4723047;668.3911004;2003.163064;6789.591793;0.980069437;0.496117926;0.649601815;0.525761248;0.384964026;0.445589972;0.502495427;0.028718403
2422;2422;0.912517039;0.900129619;58.24014072;266.1121283;29.85913522;461.7045007;31.59946968;0.166666667;0.323529412;0.557575758;0.404907975;0.435251799;0.036671368;0.077088562;0.130481668;0.203140662;0.239392894;1.43775201;474.6360274;0.009741339;3697.885805;0.00013271;0.012857576;151.6020763;0.001971507;0.000739703;28475.49935;0.017284852;0.003606084;0.011466357;1.191146127;1.883366116;3.228958271;6.229775461;0.803575405;0.800167277;0.800167277;0.788032293;0.788032293;0.608306389;130.7906638;416.3765418;965.05305;9135.997567;89.60083335;228.714963;695.5731526;26.01581675;97.17601502;528.5381825;6732.223052;552.8425722;755.8621001;1620.854795;8419.788303;0.984697521;0.488278433;0.691606425;0.549358003;0.395065493;0.481716745;0.762273205;0.023233188
2423;2423;0.890874302;0.864406452;49.30213536;175.4037817;23.04758465;447.6800867;32.18464933;0.1875;0.088235294;0.545454545;0.447852761;0.435251799;0.03561354;0.083542488;0.143062545;0.198797193;0.238358055;1.41794177;412.5419905;0.010747547;3122.761447;4.06978E-08;0.006570677;160.9313018;0.003171043;0.000210684;28481.82246;0.007463311;0.006255108;0.008695789;1.187785867;1.849478265;3.18385822;5.744551735;0.922057992;0.894367406;0.894367406;0.810917228;0.810917228;0.593040414;142.8190306;390.2021681;924.3863295;8940.126054;83.77366899;285.4088321;667.5605743;42.91132478;131.4684003;495.374288;6669.076929;483.9301645;894.9256234;1916.021606;10246.82061;0.995512699;0.491691644;0.857869766;0.54404065;0.392138444;0.475415728;0.504877529;0.055747153
2424;2424;0.859425578;0.886698781;55.33799802;186.138197;21.00219559;494.3927179;27.91884401;0.104166667;0.264705882;0.606060606;0.404907975;0.471223022;0.039139633;0.077805665;0.140186916;0.215836953;0.231459124;1.592460759;302.6636912;0.014889082;3860.244675;0.002505838;0.010429869;165.6337377;0.00079765;0.000147263;30854.68098;0.00586026;0.003183452;0.012197556;1.165476567;1.781158337;2.977858815;5.816538112;0.841938105;0.801359591;0.801359591;0.745755963;0.745755963;0.612328216;134.4786447;436.711761;1101.173196;7042.625696;75.96760439;320.9646139;748.4842674;38.05999503;102.2548046;497.1983526;5420.650869;484.3158788;715.0864876;1810.373566;8319.040535;1.233568922;0.495712267;0.64523115;0.538901737;0.406410849;0.465222402;0.472639749;0.065677929
2425;2425;0.848192565;0.881392316;48.91745309;234.6026553;23.89553437;382.8758179;34.41820834;0.083333333;0.264705882;0.6;0.487730061;0.451438849;0.037729196;0.075654356;0.130841121;0.202472436;0.239737841;1.493704639;393.8844801;0.004151156;3790.076071;9.68049E-07;0.007739653;156.0257636;0.001471218;0.000126724;25356.58611;0.014414444;0.001819246;0.010628847;1.207852949;1.776435807;3.189586594;5.704195761;0.918429994;0.838434878;0.838434878;0.696575194;0.696575194;0.61226186;187.4263608;329.080537;1111.762084;5980.528364;107.7704591;226.633367;706.0284;37.21095393;98.3375392;465.4902777;6364.69365;502.9347267;802.2587506;1948.607675;7654.246214;1.073703414;0.499126082;0.745053274;0.798623061;0.575286778;0.88963038;0.48988939;0.019660494
